Time,Usage_kW,
24/8/2022 22:00,28.84,
24/8/2022 22:15,28.86,
24/8/2022 22:30,28.5,
24/8/2022 22:45,28.92,
24/8/2022 23:00,28.78,
24/8/2022 23:15,28.94,
24/8/2022 23:30,28.92,
24/8/2022 23:45,28.93,
25/8/2022 0:00,28.93,
25/8/2022 0:15,28.93,
25/8/2022 0:30,28.93,
25/8/2022 0:45,28.95,
25/8/2022 1:00,28.95,
25/8/2022 1:15,28.96,
25/8/2022 1:30,28.95,
25/8/2022 1:45,28.95,
25/8/2022 2:00,28.93,
25/8/2022 2:15,28.95,
25/8/2022 2:30,23.83,
25/8/2022 2:45,14.31,
25/8/2022 3:00,14.34,
25/8/2022 3:15,17.08,
25/8/2022 3:30,15.2,
25/8/2022 3:45,15.61,
25/8/2022 4:00,13.31,
25/8/2022 4:15,19.39,
25/8/2022 4:30,26.77,
25/8/2022 4:45,27.82,
25/8/2022 5:00,27.63,
25/8/2022 5:15,28.57,
25/8/2022 5:30,28.77,
25/8/2022 5:45,28.73,
25/8/2022 6:00,28.68,
25/8/2022 6:15,28.96,
25/8/2022 6:30,28.82,
25/8/2022 6:45,23.39,
25/8/2022 7:00,25.2,
25/8/2022 7:15,25.46,
25/8/2022 7:30,25.17,
25/8/2022 7:45,20.28,
25/8/2022 8:00,15.41,
25/8/2022 8:15,15.94,
25/8/2022 8:30,9.74,
25/8/2022 8:45,4.28,
25/8/2022 9:00,9.94,
25/8/2022 9:15,5.28,
25/8/2022 9:30,9.86,
25/8/2022 9:45,10.68,
25/8/2022 10:00,4.73,
25/8/2022 10:15,15.42,
25/8/2022 10:30,0.02,
25/8/2022 10:45,2.85,
25/8/2022 11:00,0.02,
25/8/2022 11:15,10.29,
25/8/2022 11:30,0.03,
25/8/2022 11:45,-0.04,
25/8/2022 12:00,-0.02,
25/8/2022 12:15,1.86,
25/8/2022 12:30,4.61,
25/8/2022 12:45,16.52,
25/8/2022 13:00,15.46,
25/8/2022 13:15,7.58,
25/8/2022 13:30,3.64,
25/8/2022 13:45,2.24,
25/8/2022 14:00,3.27,
25/8/2022 14:15,12.67,
25/8/2022 14:30,8.57,
25/8/2022 14:45,8.77,
25/8/2022 15:00,12.53,
25/8/2022 15:15,18.1,
25/8/2022 15:30,20.8,
25/8/2022 15:45,24.68,
25/8/2022 16:00,18.49,
25/8/2022 16:15,25.53,
25/8/2022 16:30,26.52,
25/8/2022 16:45,28.34,
25/8/2022 17:00,24.67,
25/8/2022 17:15,26.77,
25/8/2022 17:30,28.15,
25/8/2022 17:45,28.97,
25/8/2022 18:00,26.45,
25/8/2022 18:15,28.31,
25/8/2022 18:30,28.54,
25/8/2022 18:45,28.61,
25/8/2022 19:00,0.27,
25/8/2022 19:15,0.32,
25/8/2022 19:30,0.9,
25/8/2022 19:45,0.03,
25/8/2022 20:00,0.48,
25/8/2022 20:15,0.67,
25/8/2022 20:30,28.92,
25/8/2022 20:45,27.24,
25/8/2022 21:00,29.05,
25/8/2022 21:15,28.97,
25/8/2022 21:30,28.77,
25/8/2022 21:45,28.99,
25/8/2022 22:00,29,
25/8/2022 22:15,28.77,
25/8/2022 22:30,28.97,
25/8/2022 22:45,28.99,
25/8/2022 23:00,29,
25/8/2022 23:15,28.99,
25/8/2022 23:30,28.99,
25/8/2022 23:45,29.03,
26/8/2022 0:00,29,
26/8/2022 0:15,28.99,
26/8/2022 0:30,29.01,
26/8/2022 0:45,29.01,
26/8/2022 1:00,29.01,
26/8/2022 1:15,29,
26/8/2022 1:30,29.03,
26/8/2022 1:45,29.04,
26/8/2022 2:00,29.01,
26/8/2022 2:15,29.01,
26/8/2022 2:30,29.02,
26/8/2022 2:45,29.02,
26/8/2022 3:00,29.02,
26/8/2022 3:15,22.73,
26/8/2022 3:30,16,
26/8/2022 3:45,13.93,
26/8/2022 4:00,13.06,
26/8/2022 4:15,17.65,
26/8/2022 4:30,27.66,
26/8/2022 4:45,28.71,
26/8/2022 5:00,29.03,
26/8/2022 5:15,28.58,
26/8/2022 5:30,29.05,
26/8/2022 5:45,29.03,
26/8/2022 6:00,27.63,
26/8/2022 6:15,28.86,
26/8/2022 6:30,28.89,
26/8/2022 6:45,28.71,
26/8/2022 7:00,25.23,
26/8/2022 7:15,13.48,
26/8/2022 7:30,11.38,
26/8/2022 7:45,7.17,
26/8/2022 8:00,10.26,
26/8/2022 8:15,0.56,
26/8/2022 8:30,0.04,
26/8/2022 8:45,-0.02,
26/8/2022 9:00,-0.02,
26/8/2022 9:15,0.01,
26/8/2022 9:30,-0.02,
26/8/2022 9:45,0.02,
26/8/2022 10:00,0,
26/8/2022 10:15,0.04,
26/8/2022 10:30,0.01,
26/8/2022 10:45,-1.09,
26/8/2022 11:00,-3.29,
26/8/2022 11:15,-6.55,
26/8/2022 11:30,-5.03,
26/8/2022 11:45,-10.35,
26/8/2022 12:00,-9.57,
26/8/2022 12:15,-4.17,
26/8/2022 12:30,2.71,
26/8/2022 12:45,4.14,
26/8/2022 13:00,7.02,
26/8/2022 13:15,4.26,
26/8/2022 13:30,4.94,
26/8/2022 13:45,4.55,
26/8/2022 14:00,13.15,
26/8/2022 14:15,14.15,
26/8/2022 14:30,11.8,
26/8/2022 14:45,15.08,
26/8/2022 15:00,14.4,
26/8/2022 15:15,14.06,
26/8/2022 15:30,18.21,
26/8/2022 15:45,21.23,
26/8/2022 16:00,23.62,
26/8/2022 16:15,28.49,
26/8/2022 16:30,26.64,
26/8/2022 16:45,27.47,
26/8/2022 17:00,28.93,
26/8/2022 17:15,29.03,
26/8/2022 17:30,26.83,
26/8/2022 17:45,29.03,
26/8/2022 18:00,29.01,
26/8/2022 18:15,28.3,
26/8/2022 18:30,0.08,
26/8/2022 18:45,0.87,
26/8/2022 19:00,26.82,
26/8/2022 19:15,0.03,
26/8/2022 19:30,0.03,
26/8/2022 19:45,1.99,
26/8/2022 20:00,0.22,
26/8/2022 20:15,3.26,
26/8/2022 20:30,29.04,
26/8/2022 20:45,27.89,
26/8/2022 21:00,29.01,
26/8/2022 21:15,28.66,
26/8/2022 21:30,29.02,
26/8/2022 21:45,29.02,
26/8/2022 22:00,29.06,
26/8/2022 22:15,29.02,
26/8/2022 22:30,29.04,
26/8/2022 22:45,29.03,
26/8/2022 23:00,29.05,
26/8/2022 23:15,24.39,
26/8/2022 23:30,29.03,
26/8/2022 23:45,29.04,
27/8/2022 0:00,29.05,
27/8/2022 0:15,29.05,
27/8/2022 0:30,29.06,
27/8/2022 0:45,29.06,
27/8/2022 1:00,29.06,
27/8/2022 1:15,29.07,
27/8/2022 1:30,29.06,
27/8/2022 1:45,29.07,
27/8/2022 2:00,29.06,
27/8/2022 2:15,29.08,
27/8/2022 2:30,29.09,
27/8/2022 2:45,29.09,
27/8/2022 3:00,29.09,
27/8/2022 3:15,29.08,
27/8/2022 3:30,29.08,
27/8/2022 3:45,19.87,
27/8/2022 4:00,15.67,
27/8/2022 4:15,14.84,
27/8/2022 4:30,26.53,
27/8/2022 4:45,28.69,
27/8/2022 5:00,26.48,
27/8/2022 5:15,25.99,
27/8/2022 5:30,26.99,
27/8/2022 5:45,29.07,
27/8/2022 6:00,27.36,
27/8/2022 6:15,28.76,
27/8/2022 6:30,29.09,
27/8/2022 6:45,24.3,
27/8/2022 7:00,29.09,
27/8/2022 7:15,20.08,
27/8/2022 7:30,23.34,
27/8/2022 7:45,20.73,
27/8/2022 8:00,24.26,
27/8/2022 8:15,28.24,
27/8/2022 8:30,28.23,
27/8/2022 8:45,22.57,
27/8/2022 9:00,20.73,
27/8/2022 9:15,16.68,
27/8/2022 9:30,21.67,
27/8/2022 9:45,22.24,
27/8/2022 10:00,27.75,
27/8/2022 10:15,21.77,
27/8/2022 10:30,18.12,
27/8/2022 10:45,25.37,
27/8/2022 11:00,13.59,
27/8/2022 11:15,0.05,
27/8/2022 11:30,0.06,
27/8/2022 11:45,5.54,
27/8/2022 12:00,15.35,
27/8/2022 12:15,8.5,
27/8/2022 12:30,14.04,
27/8/2022 12:45,14.53,
27/8/2022 13:00,20.42,
27/8/2022 13:15,19.19,
27/8/2022 13:30,17.39,
27/8/2022 13:45,1,
27/8/2022 14:00,4.87,
27/8/2022 14:15,4.18,
27/8/2022 14:30,7.81,
27/8/2022 14:45,10.05,
27/8/2022 15:00,8.21,
27/8/2022 15:15,5.64,
27/8/2022 15:30,18.02,
27/8/2022 15:45,20.03,
27/8/2022 16:00,18.86,
27/8/2022 16:15,19.72,
27/8/2022 16:30,22.76,
27/8/2022 16:45,27.32,
27/8/2022 17:00,21.08,
27/8/2022 17:15,25.81,
27/8/2022 17:30,27.5,
27/8/2022 17:45,29.1,
27/8/2022 18:00,28.15,
27/8/2022 18:15,28.47,
27/8/2022 18:30,26.52,
27/8/2022 18:45,28.94,
27/8/2022 19:00,28.76,
27/8/2022 19:15,27.47,
27/8/2022 19:30,27.28,
27/8/2022 19:45,27.45,
27/8/2022 20:00,27.16,
27/8/2022 20:15,26.44,
27/8/2022 20:30,29.04,
27/8/2022 20:45,28.47,
27/8/2022 21:00,28.17,
27/8/2022 21:15,27.24,
27/8/2022 21:30,28.48,
27/8/2022 21:45,27.95,
27/8/2022 22:00,25.45,
27/8/2022 22:15,26.71,
27/8/2022 22:30,27.45,
27/8/2022 22:45,28.95,
27/8/2022 23:00,29.05,
27/8/2022 23:15,24.95,
27/8/2022 23:30,15.26,
27/8/2022 23:45,18.17,
28/8/2022 0:00,14.73,
28/8/2022 0:15,15.08,
28/8/2022 0:30,15,
28/8/2022 0:45,17.18,
28/8/2022 1:00,16.03,
28/8/2022 1:15,14.88,
28/8/2022 1:30,14.55,
28/8/2022 1:45,15.83,
28/8/2022 2:00,13.73,
28/8/2022 2:15,14.81,
28/8/2022 2:30,17.4,
28/8/2022 2:45,16.77,
28/8/2022 3:00,15.09,
28/8/2022 3:15,13.97,
28/8/2022 3:30,18.71,
28/8/2022 3:45,14.77,
28/8/2022 4:00,13.81,
28/8/2022 4:15,20.54,
28/8/2022 4:30,26.49,
28/8/2022 4:45,29.12,
28/8/2022 5:00,29.12,
28/8/2022 5:15,28.93,
28/8/2022 5:30,28.93,
28/8/2022 5:45,29.13,
28/8/2022 6:00,28.93,
28/8/2022 6:15,28.72,
28/8/2022 6:30,18.92,
28/8/2022 6:45,0.01,
28/8/2022 7:00,0.01,
28/8/2022 7:15,0,
28/8/2022 7:30,0.01,
28/8/2022 7:45,-0.02,
28/8/2022 8:00,0.1,
28/8/2022 8:15,0.12,
28/8/2022 8:30,1.39,
28/8/2022 8:45,0.01,
28/8/2022 9:00,9.4,
28/8/2022 9:15,1.84,
28/8/2022 9:30,-0.01,
28/8/2022 9:45,0.02,
28/8/2022 10:00,2.03,
28/8/2022 10:15,3.66,
28/8/2022 10:30,0.02,
28/8/2022 10:45,1.7,
28/8/2022 11:00,2.37,
28/8/2022 11:15,1.64,
28/8/2022 11:30,1.36,
28/8/2022 11:45,1.42,
28/8/2022 12:00,0.09,
28/8/2022 12:15,1.49,
28/8/2022 12:30,0.01,
28/8/2022 12:45,12.95,
28/8/2022 13:00,1.22,
28/8/2022 13:15,17.25,
28/8/2022 13:30,16.23,
28/8/2022 13:45,18.66,
28/8/2022 14:00,9.97,
28/8/2022 14:15,9,
28/8/2022 14:30,8.23,
28/8/2022 14:45,9.34,
28/8/2022 15:00,18.7,
28/8/2022 15:15,19.71,
28/8/2022 15:30,19.6,
28/8/2022 15:45,20.32,
28/8/2022 16:00,27.91,
28/8/2022 16:15,28.38,
28/8/2022 16:30,28.33,
28/8/2022 16:45,27.39,
28/8/2022 17:00,27.48,
28/8/2022 17:15,29.18,
28/8/2022 17:30,29.13,
28/8/2022 17:45,29.16,
28/8/2022 18:00,29.09,
28/8/2022 18:15,29.17,
28/8/2022 18:30,29.18,
28/8/2022 18:45,28.59,
28/8/2022 19:00,28.8,
28/8/2022 19:15,29.16,
28/8/2022 19:30,28.24,
28/8/2022 19:45,29.17,
28/8/2022 20:00,29.18,
28/8/2022 20:15,28.44,
28/8/2022 20:30,28.93,
28/8/2022 20:45,29.22,
28/8/2022 21:00,28.47,
28/8/2022 21:15,28.88,
28/8/2022 21:30,27.95,
28/8/2022 21:45,29.23,
28/8/2022 22:00,26.93,
28/8/2022 22:15,29.14,
28/8/2022 22:30,29.24,
28/8/2022 22:45,29.22,
28/8/2022 23:00,28.79,
28/8/2022 23:15,29.21,
28/8/2022 23:30,29.24,
28/8/2022 23:45,29.24,
29/8/2022 0:00,29.24,
29/8/2022 0:15,29.24,
29/8/2022 0:30,29.24,
29/8/2022 0:45,21.17,
29/8/2022 1:00,17.12,
29/8/2022 1:15,15.84,
29/8/2022 1:30,16.09,
29/8/2022 1:45,15.39,
29/8/2022 2:00,14.45,
29/8/2022 2:15,14.38,
29/8/2022 2:30,16.68,
29/8/2022 2:45,16.54,
29/8/2022 3:00,18.45,
29/8/2022 3:15,13.5,
29/8/2022 3:30,13.99,
29/8/2022 3:45,14.58,
29/8/2022 4:00,14.82,
29/8/2022 4:15,17.34,
29/8/2022 4:30,26.41,
29/8/2022 4:45,29.01,
29/8/2022 5:00,28.67,
29/8/2022 5:15,29.25,
29/8/2022 5:30,27.81,
29/8/2022 5:45,29.27,
29/8/2022 6:00,26.32,
29/8/2022 6:15,29.29,
29/8/2022 6:30,27.79,
29/8/2022 6:45,24.86,
29/8/2022 7:00,25.85,
29/8/2022 7:15,21.64,
29/8/2022 7:30,23.23,
29/8/2022 7:45,12.5,
29/8/2022 8:00,8.69,
29/8/2022 8:15,17.65,
29/8/2022 8:30,13.31,
29/8/2022 8:45,11.02,
29/8/2022 9:00,10.82,
29/8/2022 9:15,0.11,
29/8/2022 9:30,10.84,
29/8/2022 9:45,20.8,
29/8/2022 10:00,17.83,
29/8/2022 10:15,15.52,
29/8/2022 10:30,16.41,
29/8/2022 10:45,20.42,
29/8/2022 11:00,12.31,
29/8/2022 11:15,12.66,
29/8/2022 11:30,15.16,
29/8/2022 11:45,1.3,
29/8/2022 12:00,0,
29/8/2022 12:15,7.45,
29/8/2022 12:30,0,
29/8/2022 12:45,0.02,
29/8/2022 13:00,0,
29/8/2022 13:15,0,
29/8/2022 13:30,5.45,
29/8/2022 13:45,11.93,
29/8/2022 14:00,2.36,
29/8/2022 14:15,0.08,
29/8/2022 14:30,9.72,
29/8/2022 14:45,8.21,
29/8/2022 15:00,7.7,
29/8/2022 15:15,5.98,
29/8/2022 15:30,13.04,
29/8/2022 15:45,15.29,
29/8/2022 16:00,13.16,
29/8/2022 16:15,13.83,
29/8/2022 16:30,20.51,
29/8/2022 16:45,26.16,
29/8/2022 17:00,26.66,
29/8/2022 17:15,23.44,
29/8/2022 17:30,27.06,
29/8/2022 17:45,29.26,
29/8/2022 18:00,24.73,
29/8/2022 18:15,12.88,
29/8/2022 18:30,0.68,
29/8/2022 18:45,0.77,
29/8/2022 19:00,0.39,
29/8/2022 19:15,0.17,
29/8/2022 19:30,0.78,
29/8/2022 19:45,7.29,
29/8/2022 20:00,0.41,
29/8/2022 20:15,2.93,
29/8/2022 20:30,29.3,
29/8/2022 20:45,29.27,
29/8/2022 21:00,29.26,
29/8/2022 21:15,29.27,
29/8/2022 21:30,24.37,
29/8/2022 21:45,29.28,
29/8/2022 22:00,29.3,
29/8/2022 22:15,29.27,
29/8/2022 22:30,29.31,
29/8/2022 22:45,29.3,
29/8/2022 23:00,28.99,
29/8/2022 23:15,29.28,
29/8/2022 23:30,29.3,
29/8/2022 23:45,29.29,
30/8/2022 0:00,29.27,
30/8/2022 0:15,29.29,
30/8/2022 0:30,29.3,
30/8/2022 0:45,29.29,
30/8/2022 1:00,29.3,
30/8/2022 1:15,29.29,
30/8/2022 1:30,29.32,
30/8/2022 1:45,29.32,
30/8/2022 2:00,29.32,
30/8/2022 2:15,29.31,
30/8/2022 2:30,29.32,
30/8/2022 2:45,29.3,
30/8/2022 3:00,29.31,
30/8/2022 3:15,29.33,
30/8/2022 3:30,29.34,
30/8/2022 3:45,29.33,
30/8/2022 4:00,29.32,
30/8/2022 4:15,29.3,
30/8/2022 4:30,28.8,
30/8/2022 4:45,29.33,
30/8/2022 5:00,29.16,
30/8/2022 5:15,28.61,
30/8/2022 5:30,29.28,
30/8/2022 5:45,29.33,
30/8/2022 6:00,28.08,
30/8/2022 6:15,29.33,
30/8/2022 6:30,23.43,
30/8/2022 6:45,21.47,
30/8/2022 7:00,17.98,
30/8/2022 7:15,17.14,
30/8/2022 7:30,9.51,
30/8/2022 7:45,12.83,
30/8/2022 8:00,11.01,
30/8/2022 8:15,12.96,
30/8/2022 8:30,12.53,
30/8/2022 8:45,9.82,
30/8/2022 9:00,0.21,
30/8/2022 9:15,3.74,
30/8/2022 9:30,0,
30/8/2022 9:45,1.19,
30/8/2022 10:00,0.1,
30/8/2022 10:15,3.35,
30/8/2022 10:30,0.03,
30/8/2022 10:45,0.65,
30/8/2022 11:00,3.8,
30/8/2022 11:15,-0.58,
30/8/2022 11:30,-3.48,
30/8/2022 11:45,3.88,
30/8/2022 12:00,0.76,
30/8/2022 12:15,-0.81,
30/8/2022 12:30,0.56,
30/8/2022 12:45,2.5,
30/8/2022 13:00,2.53,
30/8/2022 13:15,1.08,
30/8/2022 13:30,-2.59,
30/8/2022 13:45,1.22,
30/8/2022 14:00,2.32,
30/8/2022 14:15,2.88,
30/8/2022 14:30,-2.59,
30/8/2022 14:45,6.19,
30/8/2022 15:00,8.87,
30/8/2022 15:15,8.93,
30/8/2022 15:30,2.43,
30/8/2022 15:45,9.78,
30/8/2022 16:00,13.18,
30/8/2022 16:15,13.42,
30/8/2022 16:30,16.49,
30/8/2022 16:45,22.42,
30/8/2022 17:00,24.8,
30/8/2022 17:15,25.14,
30/8/2022 17:30,26.41,
30/8/2022 17:45,29.38,
30/8/2022 18:00,27.28,
30/8/2022 18:15,6.31,
30/8/2022 18:30,1.8,
30/8/2022 18:45,0.78,
30/8/2022 19:00,0.15,
30/8/2022 19:15,0.26,
30/8/2022 19:30,0.39,
30/8/2022 19:45,0.85,
30/8/2022 20:00,0.03,
30/8/2022 20:15,0.09,
30/8/2022 20:30,29.35,
30/8/2022 20:45,29.36,
30/8/2022 21:00,29.37,
30/8/2022 21:15,29.34,
30/8/2022 21:30,29.34,
30/8/2022 21:45,29.36,
30/8/2022 22:00,29.37,
30/8/2022 22:15,29.36,
30/8/2022 22:30,29.39,
30/8/2022 22:45,29.36,
30/8/2022 23:00,29.37,
30/8/2022 23:15,29.37,
30/8/2022 23:30,29.37,
30/8/2022 23:45,29.37,
31/8/2022 0:00,29.38,
31/8/2022 0:15,29.36,
31/8/2022 0:30,29.38,
31/8/2022 0:45,29.38,
31/8/2022 1:00,29.4,
31/8/2022 1:15,29.37,
31/8/2022 1:30,29.38,
31/8/2022 1:45,29.39,
31/8/2022 2:00,29.38,
31/8/2022 2:15,29.39,
31/8/2022 2:30,29.39,
31/8/2022 2:45,29.4,
31/8/2022 3:00,29.41,
31/8/2022 3:15,29.39,
31/8/2022 3:30,24.26,
31/8/2022 3:45,13.25,
31/8/2022 4:00,16.51,
31/8/2022 4:15,26.23,
31/8/2022 4:30,29.31,
31/8/2022 4:45,29.39,
31/8/2022 5:00,29.31,
31/8/2022 5:15,28.05,
31/8/2022 5:30,29.26,
31/8/2022 5:45,29.35,
31/8/2022 6:00,26.99,
31/8/2022 6:15,29.4,
31/8/2022 6:30,26.57,
31/8/2022 6:45,25.07,
31/8/2022 7:00,16.15,
31/8/2022 7:15,11.9,
31/8/2022 7:30,8.92,
31/8/2022 7:45,8.31,
31/8/2022 8:00,3.02,
31/8/2022 8:15,0.6,
31/8/2022 8:30,0.01,
31/8/2022 8:45,0.01,
31/8/2022 9:00,5.42,
31/8/2022 9:15,0.06,
31/8/2022 9:30,0.01,
31/8/2022 9:45,-0.01,
31/8/2022 10:00,0.15,
31/8/2022 10:15,0.56,
31/8/2022 10:30,0.01,
31/8/2022 10:45,0.01,
31/8/2022 11:00,1.12,
31/8/2022 11:15,0.13,
31/8/2022 11:30,-0.14,
31/8/2022 11:45,0,
31/8/2022 12:00,0.01,
31/8/2022 12:15,0.03,
31/8/2022 12:30,0.03,
31/8/2022 12:45,0.03,
31/8/2022 13:00,0.25,
31/8/2022 13:15,0.05,
31/8/2022 13:30,-0.02,
31/8/2022 13:45,0.02,
31/8/2022 14:00,0.16,
31/8/2022 14:15,-0.01,
31/8/2022 14:30,0.01,
31/8/2022 14:45,2.09,
31/8/2022 15:00,7.24,
31/8/2022 15:15,8.43,
31/8/2022 15:30,9.26,
31/8/2022 15:45,11.41,
31/8/2022 16:00,17.62,
31/8/2022 16:15,18.72,
31/8/2022 16:30,21.09,
31/8/2022 16:45,24.54,
31/8/2022 17:00,18.86,
31/8/2022 17:15,25.81,
31/8/2022 17:30,26.66,
31/8/2022 17:45,29.23,
31/8/2022 18:00,27.98,
31/8/2022 18:15,28.29,
31/8/2022 18:30,27.84,
31/8/2022 18:45,28.51,
31/8/2022 19:00,29,
31/8/2022 19:15,27.75,
31/8/2022 19:30,26.55,
31/8/2022 19:45,28.54,
31/8/2022 20:00,29.28,
31/8/2022 20:15,27.52,
31/8/2022 20:30,29.41,
31/8/2022 20:45,29.4,
31/8/2022 21:00,29.45,
31/8/2022 21:15,29.42,
31/8/2022 21:30,29.47,
31/8/2022 21:45,29.41,
31/8/2022 22:00,29.41,
31/8/2022 22:15,29.41,
31/8/2022 22:30,29.44,
31/8/2022 22:45,29.43,
31/8/2022 23:00,28.29,
31/8/2022 23:15,29.42,
31/8/2022 23:30,20.28,
31/8/2022 23:45,20.24,
1/9/2022 0:00,20.42,
1/9/2022 0:15,20.3,
1/9/2022 0:30,20.41,
1/9/2022 0:45,20.41,
1/9/2022 1:00,20.41,
1/9/2022 1:15,20.42,
1/9/2022 1:30,20.45,
1/9/2022 1:45,20.42,
1/9/2022 2:00,20.4,
1/9/2022 2:15,20.42,
1/9/2022 2:30,20.4,
1/9/2022 2:45,20.43,
1/9/2022 3:00,20.44,
1/9/2022 3:15,20.44,
1/9/2022 3:30,20.45,
1/9/2022 3:45,17.03,
1/9/2022 4:00,17,
1/9/2022 4:15,17.97,
1/9/2022 4:30,20.45,
1/9/2022 4:45,20.44,
1/9/2022 5:00,20.46,
1/9/2022 5:15,20.43,
1/9/2022 5:30,20.42,
1/9/2022 5:45,20.43,
1/9/2022 6:00,20.46,
1/9/2022 6:15,20.46,
1/9/2022 6:30,19.93,
1/9/2022 6:45,18.78,
1/9/2022 7:00,19.78,
1/9/2022 7:15,1.82,
1/9/2022 7:30,6.74,
1/9/2022 7:45,2,
1/9/2022 8:00,7.2,
1/9/2022 8:15,7.19,
1/9/2022 8:30,0.73,
1/9/2022 8:45,0.01,
1/9/2022 9:00,8.88,
1/9/2022 9:15,0.43,
1/9/2022 9:30,0.98,
1/9/2022 9:45,0.03,
1/9/2022 10:00,-0.01,
1/9/2022 10:15,-0.01,
1/9/2022 10:30,0.01,
1/9/2022 10:45,-0.01,
1/9/2022 11:00,0.17,
1/9/2022 11:15,0,
1/9/2022 11:30,0.01,
1/9/2022 11:45,-0.02,
1/9/2022 12:00,0.03,
1/9/2022 12:15,0.01,
1/9/2022 12:30,0.01,
1/9/2022 12:45,0.01,
1/9/2022 13:00,-0.01,
1/9/2022 13:15,-0.01,
1/9/2022 13:30,0.01,
1/9/2022 13:45,0,
1/9/2022 14:00,-0.01,
1/9/2022 14:15,0.01,
1/9/2022 14:30,0.06,
1/9/2022 14:45,13.89,
1/9/2022 15:00,15.85,
1/9/2022 15:15,6.27,
1/9/2022 15:30,13.3,
1/9/2022 15:45,15.39,
1/9/2022 16:00,22.1,
1/9/2022 16:15,15.46,
1/9/2022 16:30,22.8,
1/9/2022 16:45,22.2,
1/9/2022 17:00,23.36,
1/9/2022 17:15,23.37,
1/9/2022 17:30,23.38,
1/9/2022 17:45,23.39,
1/9/2022 18:00,23.43,
1/9/2022 18:15,23.4,
1/9/2022 18:30,23.36,
1/9/2022 18:45,23.4,
1/9/2022 19:00,23.38,
1/9/2022 19:15,23.39,
1/9/2022 19:30,23.39,
1/9/2022 19:45,23.44,
1/9/2022 20:00,23.39,
1/9/2022 20:15,23.41,
1/9/2022 20:30,23.4,
1/9/2022 20:45,23.4,
1/9/2022 21:00,23.41,
1/9/2022 21:15,23.41,
1/9/2022 21:30,23.39,
1/9/2022 21:45,23.34,
1/9/2022 22:00,23.42,
1/9/2022 22:15,23.5,
1/9/2022 22:30,23.59,
1/9/2022 22:45,23.7,
1/9/2022 23:00,23.74,
1/9/2022 23:15,23.82,
1/9/2022 23:30,23.82,
1/9/2022 23:45,23.9,
2/9/2022 0:00,23.99,
2/9/2022 0:15,23.91,
2/9/2022 0:30,24.15,
2/9/2022 0:45,24.39,
2/9/2022 1:00,24.21,
2/9/2022 1:15,24.38,
2/9/2022 1:30,24.41,
2/9/2022 1:45,24.41,
2/9/2022 2:00,24.4,
2/9/2022 2:15,24.41,
2/9/2022 2:30,24.4,
2/9/2022 2:45,24.41,
2/9/2022 3:00,24.41,
2/9/2022 3:15,24.4,
2/9/2022 3:30,24.42,
2/9/2022 3:45,24.41,
2/9/2022 4:00,24.42,
2/9/2022 4:15,24.43,
2/9/2022 4:30,24.41,
2/9/2022 4:45,24.41,
2/9/2022 5:00,24.39,
2/9/2022 5:15,24.45,
2/9/2022 5:30,24.45,
2/9/2022 5:45,24.45,
2/9/2022 6:00,24.47,
2/9/2022 6:15,24.45,
2/9/2022 6:30,23.71,
2/9/2022 6:45,16.14,
2/9/2022 7:00,17.35,
2/9/2022 7:15,16.48,
2/9/2022 7:30,15.32,
2/9/2022 7:45,21.86,
2/9/2022 8:00,13.86,
2/9/2022 8:15,4.39,
2/9/2022 8:30,11.09,
2/9/2022 8:45,4.26,
2/9/2022 9:00,2.09,
2/9/2022 9:15,0.04,
2/9/2022 9:30,0.02,
2/9/2022 9:45,4.45,
2/9/2022 10:00,11.38,
2/9/2022 10:15,3.76,
2/9/2022 10:30,0,
2/9/2022 10:45,-0.01,
2/9/2022 11:00,7.7,
2/9/2022 11:15,11.49,
2/9/2022 11:30,1.61,
2/9/2022 11:45,2.88,
2/9/2022 12:00,0,
2/9/2022 12:15,0.58,
2/9/2022 12:30,7.7,
2/9/2022 12:45,2.27,
2/9/2022 13:00,3.72,
2/9/2022 13:15,12.64,
2/9/2022 13:30,1.36,
2/9/2022 13:45,1.12,
2/9/2022 14:00,10.15,
2/9/2022 14:15,9.63,
2/9/2022 14:30,11.44,
2/9/2022 14:45,15.87,
2/9/2022 15:00,10.18,
2/9/2022 15:15,8.77,
2/9/2022 15:30,6.83,
2/9/2022 15:45,11.79,
2/9/2022 16:00,13.91,
2/9/2022 16:15,22.44,
2/9/2022 16:30,23.78,
2/9/2022 16:45,22.82,
2/9/2022 17:00,23.83,
2/9/2022 17:15,24.48,
2/9/2022 17:30,24.56,
2/9/2022 17:45,24.47,
2/9/2022 18:00,24.36,
2/9/2022 18:15,24.51,
2/9/2022 18:30,24.41,
2/9/2022 18:45,24.51,
2/9/2022 19:00,24.5,
2/9/2022 19:15,24.51,
2/9/2022 19:30,24.5,
2/9/2022 19:45,22.56,
2/9/2022 20:00,3.82,
2/9/2022 20:15,3.86,
2/9/2022 20:30,26.66,
2/9/2022 20:45,26.33,
2/9/2022 21:00,26.56,
2/9/2022 21:15,26.71,
2/9/2022 21:30,26.6,
2/9/2022 21:45,26.68,
2/9/2022 22:00,26.71,
2/9/2022 22:15,26.42,
2/9/2022 22:30,26.72,
2/9/2022 22:45,26.68,
2/9/2022 23:00,26.51,
2/9/2022 23:15,26.71,
2/9/2022 23:30,26.69,
2/9/2022 23:45,26.71,
3/9/2022 0:00,26.7,
3/9/2022 0:15,26.7,
3/9/2022 0:30,26.71,
