Time,Usage_kW,Unnamed: 2,Usage_kWh,Day,Network_Cost_kWh,Network_Cost_kW,Retail_Cost_kWh,Feed_in
2022-09-08 13:15:00,0.52,,0.13,Thursday,0.008905000000000001,5.303999999999999,0.01350778,0.0
2022-09-08 13:30:00,1.55,,0.3875,Thursday,0.02654375,15.809999999999999,0.040263575,0.0
2022-09-08 13:45:00,3.46,,0.865,Thursday,0.05925250000000001,35.291999999999994,0.08987869,0.0
2022-09-08 14:00:00,7.67,,1.9175,Thursday,0.13134875000000001,78.234,0.199239755,0.0
2022-09-08 14:15:00,10.45,,2.6125,Thursday,0.17895625,106.58999999999999,0.271454425,0.0
2022-09-08 14:30:00,10.35,,2.5875,Thursday,0.17724375,105.57,0.268856775,0.0
2022-09-08 14:45:00,13.65,,3.4125,Thursday,0.23375625000000003,139.23,0.354579225,0.0
2022-09-08 15:00:00,18.36,,4.59,Thursday,0.314415,187.272,0.47692853999999996,0.0
2022-09-08 15:15:00,18.43,,4.6075,Thursday,0.31561375,187.986,0.478746895,0.0
2022-09-08 15:30:00,17.6,,4.4,Thursday,0.30140000000000006,179.52,0.45718640000000005,0.0
2022-09-08 15:45:00,18.86,,4.715,Thursday,0.32297750000000003,192.37199999999999,0.48991679,0.0
2022-09-08 16:00:00,22.79,,5.6975,Thursday,0.39027875,232.45799999999997,0.592004435,0.0
2022-09-08 16:15:00,26.83,,6.7075,Thursday,0.45946375,273.66599999999994,0.6969494949999999,0.0
2022-09-08 16:30:00,27.16,,6.79,Thursday,0.46511500000000006,277.032,0.70552174,0.0
2022-09-08 16:45:00,26.86,,6.715,Thursday,0.45997750000000004,273.972,0.69772879,0.0
2022-09-08 17:00:00,27.32,,6.83,Thursday,0.467855,278.664,0.70967798,0.0
2022-09-08 17:15:00,27.24,,6.81,Thursday,0.466485,277.84799999999996,0.70759986,0.0
2022-09-08 17:30:00,27.02,,6.755,Thursday,0.4627175,275.604,0.70188503,0.0
2022-09-08 17:45:00,27.34,,6.835,Thursday,0.46819750000000004,278.868,0.71019751,0.0
2022-09-08 18:00:00,27.34,,6.835,Thursday,0.46819750000000004,278.868,0.71019751,0.0
2022-09-08 18:15:00,27.38,,6.845,Thursday,0.46888250000000004,279.27599999999995,0.71123657,0.0
2022-09-08 18:30:00,27.36,,6.84,Thursday,0.46854,279.072,0.71071704,0.0
2022-09-08 18:45:00,27.26,,6.815,Thursday,0.46682750000000006,278.052,0.70811939,0.0
2022-09-08 19:00:00,27.36,,6.84,Thursday,0.46854,279.072,0.71071704,0.0
2022-09-08 19:15:00,27.34,,6.835,Thursday,0.46819750000000004,278.868,0.71019751,0.0
2022-09-08 19:30:00,0.26,,0.065,Thursday,0.004452500000000001,2.6519999999999997,0.00675389,0.0
2022-09-08 19:45:00,1.01,,0.2525,Thursday,0.017296250000000003,10.302,0.026236264999999998,0.0
2022-09-08 20:00:00,27.34,,6.835,Thursday,0.46819750000000004,278.868,0.71019751,0.0
2022-09-08 20:15:00,0.01,,0.0025,Thursday,0.00017125000000000002,0.102,0.000259765,0.0
2022-09-08 20:30:00,27.2,,6.8,Thursday,0.46580000000000005,277.44,0.7065608,0.0
2022-09-08 20:45:00,27.28,,6.82,Thursday,0.46717000000000003,278.256,0.7086389200000001,0.0
2022-09-08 21:00:00,27.24,,6.81,Thursday,0.0,0.0,0.0,0.0
2022-09-08 21:15:00,26.48,,6.62,Thursday,0.0,0.0,0.0,0.0
2022-09-08 21:30:00,27.36,,6.84,Thursday,0.0,0.0,0.0,0.0
2022-09-08 21:45:00,27.37,,6.8425,Thursday,0.0,0.0,0.0,0.0
2022-09-08 22:00:00,27.37,,6.8425,Thursday,0.0,0.0,0.0,0.0
2022-09-08 22:15:00,26.2,,6.55,Thursday,0.0,0.0,0.0,0.0
2022-09-08 22:30:00,27.37,,6.8425,Thursday,0.0,0.0,0.0,0.0
2022-09-08 22:45:00,27.39,,6.8475,Thursday,0.0,0.0,0.0,0.0
2022-09-08 23:00:00,27.29,,6.8225,Thursday,0.0,0.0,0.0,0.0
2022-09-08 23:15:00,27.38,,6.845,Thursday,0.0,0.0,0.0,0.0
2022-09-08 23:30:00,27.42,,6.855,Thursday,0.0,0.0,0.0,0.0
2022-09-08 23:45:00,27.37,,6.8425,Thursday,0.0,0.0,0.0,0.0
2022-09-09 00:00:00,27.38,,6.845,Friday,0.29296599999999995,279.27599999999995,0.31517802500000003,0.0
2022-09-09 00:15:00,27.37,,6.8425,Friday,0.292859,279.174,0.3150629125,0.0
2022-09-09 00:30:00,27.38,,6.845,Friday,0.29296599999999995,279.27599999999995,0.31517802500000003,0.0
2022-09-09 00:45:00,27.39,,6.8475,Friday,0.293073,279.378,0.31529313750000004,0.0
2022-09-09 01:00:00,27.42,,6.855,Friday,0.293394,279.684,0.31563847500000003,0.0
2022-09-09 01:15:00,27.39,,6.8475,Friday,0.293073,279.378,0.31529313750000004,0.0
2022-09-09 01:30:00,27.41,,6.8525,Friday,0.29328699999999996,279.582,0.3155233625,0.0
2022-09-09 01:45:00,27.41,,6.8525,Friday,0.29328699999999996,279.582,0.3155233625,0.0
2022-09-09 02:00:00,27.4,,6.85,Friday,0.29318,279.47999999999996,0.31540825,0.0
2022-09-09 02:15:00,27.4,,6.85,Friday,0.29318,279.47999999999996,0.31540825,0.0
2022-09-09 02:30:00,27.4,,6.85,Friday,0.29318,279.47999999999996,0.31540825,0.0
2022-09-09 02:45:00,27.45,,6.8625,Friday,0.293715,279.98999999999995,0.3159838125,0.0
2022-09-09 03:00:00,22.89,,5.7225,Friday,0.244923,233.47799999999998,0.2634925125,0.0
2022-09-09 03:15:00,15.58,,3.895,Friday,0.166706,158.916,0.179345275,0.0
2022-09-09 03:30:00,14.74,,3.685,Friday,0.157718,150.34799999999998,0.169675825,0.0
2022-09-09 03:45:00,16.74,,4.185,Friday,0.17911799999999997,170.74799999999996,0.192698325,0.0
2022-09-09 04:00:00,21.62,,5.405,Friday,0.231334,220.524,0.24887322500000003,0.0
2022-09-09 04:15:00,20.27,,5.0675,Friday,0.21688899999999997,206.754,0.2333330375,0.0
2022-09-09 04:30:00,25.98,,6.495,Friday,0.277986,264.996,0.29906227500000004,0.0
2022-09-09 04:45:00,27.15,,6.7875,Friday,0.29050499999999996,276.92999999999995,0.3125304375,0.0
2022-09-09 05:00:00,27.43,,6.8575,Friday,0.29350099999999996,279.786,0.3157535875,0.0
2022-09-09 05:15:00,27.41,,6.8525,Friday,0.29328699999999996,279.582,0.3155233625,0.0
2022-09-09 05:30:00,27.23,,6.8075,Friday,0.291361,277.746,0.31345133750000004,0.0
2022-09-09 05:45:00,27.4,,6.85,Friday,0.29318,279.47999999999996,0.31540825,0.0
2022-09-09 06:00:00,27.37,,6.8425,Friday,0.292859,279.174,0.3150629125,0.0
2022-09-09 06:15:00,27.42,,6.855,Friday,0.293394,279.684,0.31563847500000003,0.0
2022-09-09 06:30:00,27.39,,6.8475,Friday,0.293073,279.378,0.31529313750000004,0.0
2022-09-09 06:45:00,26.88,,6.72,Friday,0.287616,274.176,0.3094224,0.0
2022-09-09 07:00:00,27.42,,6.855,Friday,0.4695675000000001,279.684,0.71227563,0.0
2022-09-09 07:15:00,27.32,,6.83,Friday,0.467855,278.664,0.70967798,0.0
2022-09-09 07:30:00,27.02,,6.755,Friday,0.4627175,275.604,0.70188503,0.0
2022-09-09 07:45:00,23.64,,5.91,Friday,0.40483500000000006,241.128,0.61408446,0.0
2022-09-09 08:00:00,26.6,,6.65,Friday,0.45552500000000007,271.32,0.6909749000000001,0.0
2022-09-09 08:15:00,27.22,,6.805,Friday,0.4661425,277.64399999999995,0.7070803299999999,0.0
2022-09-09 08:30:00,23.95,,5.9875,Friday,0.41014375000000003,244.28999999999996,0.622137175,0.0
2022-09-09 08:45:00,20.19,,5.0475,Friday,0.34575375,205.938,0.524465535,0.0
2022-09-09 09:00:00,24.78,,6.195,Friday,0.42435750000000005,252.756,0.64369767,0.0
2022-09-09 09:15:00,26.84,,6.71,Friday,0.459635,273.768,0.6972092599999999,0.0
2022-09-09 09:30:00,26.46,,6.615,Friday,0.45312750000000007,269.892,0.68733819,0.0
2022-09-09 09:45:00,25.38,,6.345,Friday,0.43463250000000003,258.876,0.6592835699999999,0.0
2022-09-09 10:00:00,27.33,,6.8325,Friday,0.46802625000000003,278.76599999999996,0.709937745,0.0
2022-09-09 10:15:00,19.68,,4.92,Friday,0.33702000000000004,200.736,0.51121752,0.0
2022-09-09 10:30:00,19.2,,4.8,Friday,0.32880000000000004,195.83999999999997,0.4987488,0.0
2022-09-09 10:45:00,25.98,,6.495,Friday,0.44490750000000007,264.996,0.67486947,0.0
2022-09-09 11:00:00,23.55,,5.8875,Friday,0.40329375000000006,240.20999999999998,0.611746575,0.0
2022-09-09 11:15:00,24.49,,6.1225,Friday,0.41939125,249.79799999999997,0.636164485,0.0
2022-09-09 11:30:00,23.45,,5.8625,Friday,0.40158125,239.18999999999997,0.609148925,0.0
2022-09-09 11:45:00,23.57,,5.8925,Friday,0.40363625000000003,240.414,0.612266105,0.0
2022-09-09 12:00:00,21.72,,5.43,Friday,0.37195500000000004,221.54399999999998,0.56420958,0.0
2022-09-09 12:15:00,24.76,,6.19,Friday,0.4240150000000001,252.552,0.6431781400000001,0.0
2022-09-09 12:30:00,25.41,,6.3525,Friday,0.43514625,259.18199999999996,0.660062865,0.0
2022-09-09 12:45:00,19.24,,4.81,Friday,0.329485,196.24799999999996,0.49978786,0.0
2022-09-09 13:00:00,21.91,,5.4775,Friday,0.37520875000000004,223.482,0.569145115,0.0
2022-09-09 13:15:00,20.43,,5.1075,Friday,0.34986375000000003,208.386,0.530699895,0.0
2022-09-09 13:30:00,22.02,,5.505,Friday,0.3770925,224.60399999999998,0.57200253,0.0
2022-09-09 13:45:00,23.0,,5.75,Friday,0.39387500000000003,234.6,0.5974595,0.0
2022-09-09 14:00:00,20.66,,5.165,Friday,0.3538025,210.732,0.53667449,0.0
2022-09-09 14:15:00,26.27,,6.5675,Friday,0.44987375,267.95399999999995,0.682402655,0.0
2022-09-09 14:30:00,18.75,,4.6875,Friday,0.32109375,191.25,0.487059375,0.0
2022-09-09 14:45:00,15.0,,3.75,Friday,0.256875,153.0,0.3896475,0.0
2022-09-09 15:00:00,23.86,,5.965,Friday,0.40860250000000004,243.37199999999999,0.61979929,0.0
2022-09-09 15:15:00,19.92,,4.98,Friday,0.34113000000000004,203.184,0.5174518800000001,0.0
2022-09-09 15:30:00,24.41,,6.1025,Friday,0.41802125,248.98199999999997,0.634086365,0.0
2022-09-09 15:45:00,22.69,,5.6725,Friday,0.38856625000000006,231.438,0.589406785,0.0
2022-09-09 16:00:00,27.12,,6.78,Friday,0.46443000000000006,276.62399999999997,0.70448268,0.0
2022-09-09 16:15:00,27.27,,6.8175,Friday,0.46699875,278.154,0.7083791549999999,0.0
2022-09-09 16:30:00,27.38,,6.845,Friday,0.46888250000000004,279.27599999999995,0.71123657,0.0
2022-09-09 16:45:00,24.93,,6.2325,Friday,0.42692625,254.28599999999997,0.647594145,0.0
2022-09-09 17:00:00,26.87,,6.7175,Friday,0.46014875000000005,274.074,0.697988555,0.0
2022-09-09 17:15:00,27.3,,6.825,Friday,0.46751250000000005,278.46,0.70915845,0.0
2022-09-09 17:30:00,26.92,,6.73,Friday,0.46100500000000005,274.584,0.69928738,0.0
2022-09-09 17:45:00,27.4,,6.85,Friday,0.469225,279.47999999999996,0.7117561,0.0
2022-09-09 18:00:00,27.39,,6.8475,Friday,0.46905375000000005,279.378,0.711496335,0.0
2022-09-09 18:15:00,27.44,,6.86,Friday,0.46991000000000005,279.888,0.71279516,0.0
2022-09-09 18:30:00,27.42,,6.855,Friday,0.4695675000000001,279.684,0.71227563,0.0
2022-09-09 18:45:00,27.05,,6.7625,Friday,0.46323125000000004,275.90999999999997,0.702664325,0.0
2022-09-09 19:00:00,27.41,,6.8525,Friday,0.46939625,279.582,0.712015865,0.0
2022-09-09 19:15:00,3.58,,0.895,Friday,0.06130750000000001,36.516,0.09299587,0.0
2022-09-09 19:30:00,25.25,,6.3125,Friday,0.43240625000000005,257.54999999999995,0.655906625,0.0
2022-09-09 19:45:00,2.67,,0.6675,Friday,0.04572375,27.233999999999998,0.06935725499999999,0.0
2022-09-09 20:00:00,4.07,,1.0175,Friday,0.06969875,41.514,0.105724355,0.0
2022-09-09 20:15:00,1.2,,0.3,Friday,0.020550000000000002,12.239999999999998,0.0311718,0.0
2022-09-09 20:30:00,25.74,,6.435,Friday,0.4407975,262.54799999999994,0.66863511,0.0
2022-09-09 20:45:00,25.76,,6.44,Friday,0.4411400000000001,262.752,0.66915464,0.0
2022-09-09 21:00:00,27.44,,6.86,Friday,0.0,0.0,0.0,0.0
2022-09-09 21:15:00,27.4,,6.85,Friday,0.0,0.0,0.0,0.0
2022-09-09 21:30:00,27.25,,6.8125,Friday,0.0,0.0,0.0,0.0
2022-09-09 21:45:00,26.56,,6.64,Friday,0.0,0.0,0.0,0.0
2022-09-09 22:00:00,27.43,,6.8575,Friday,0.0,0.0,0.0,0.0
2022-09-09 22:15:00,27.44,,6.86,Friday,0.0,0.0,0.0,0.0
2022-09-09 22:30:00,26.96,,6.74,Friday,0.0,0.0,0.0,0.0
2022-09-09 22:45:00,27.25,,6.8125,Friday,0.0,0.0,0.0,0.0
2022-09-09 23:00:00,27.38,,6.845,Friday,0.0,0.0,0.0,0.0
2022-09-09 23:15:00,26.95,,6.7375,Friday,0.0,0.0,0.0,0.0
2022-09-09 23:30:00,27.44,,6.86,Friday,0.0,0.0,0.0,0.0
2022-09-09 23:45:00,27.44,,6.86,Friday,0.0,0.0,0.0,0.0
2022-09-10 00:00:00,27.43,,6.8575,Saturday,0.0,0.0,0.0,0.0
2022-09-10 00:15:00,27.42,,6.855,Saturday,0.0,0.0,0.0,0.0
2022-09-10 00:30:00,27.44,,6.86,Saturday,0.0,0.0,0.0,0.0
2022-09-10 00:45:00,27.45,,6.8625,Saturday,0.0,0.0,0.0,0.0
2022-09-10 01:00:00,27.44,,6.86,Saturday,0.0,0.0,0.0,0.0
2022-09-10 01:15:00,27.44,,6.86,Saturday,0.0,0.0,0.0,0.0
2022-09-10 01:30:00,27.46,,6.865,Saturday,0.0,0.0,0.0,0.0
2022-09-10 01:45:00,27.44,,6.86,Saturday,0.0,0.0,0.0,0.0
2022-09-10 02:00:00,27.47,,6.8675,Saturday,0.0,0.0,0.0,0.0
2022-09-10 02:15:00,27.46,,6.865,Saturday,0.0,0.0,0.0,0.0
2022-09-10 02:30:00,27.44,,6.86,Saturday,0.0,0.0,0.0,0.0
2022-09-10 02:45:00,27.45,,6.8625,Saturday,0.0,0.0,0.0,0.0
2022-09-10 03:00:00,27.47,,6.8675,Saturday,0.0,0.0,0.0,0.0
2022-09-10 03:15:00,27.48,,6.87,Saturday,0.0,0.0,0.0,0.0
2022-09-10 03:30:00,27.44,,6.86,Saturday,0.0,0.0,0.0,0.0
2022-09-10 03:45:00,22.8,,5.7,Saturday,0.0,0.0,0.0,0.0
2022-09-10 04:00:00,24.08,,6.02,Saturday,0.0,0.0,0.0,0.0
2022-09-10 04:15:00,27.3,,6.825,Saturday,0.0,0.0,0.0,0.0
2022-09-10 04:30:00,27.46,,6.865,Saturday,0.0,0.0,0.0,0.0
2022-09-10 04:45:00,27.41,,6.8525,Saturday,0.0,0.0,0.0,0.0
2022-09-10 05:00:00,27.44,,6.86,Saturday,0.0,0.0,0.0,0.0
2022-09-10 05:15:00,27.49,,6.8725,Saturday,0.0,0.0,0.0,0.0
2022-09-10 05:30:00,27.44,,6.86,Saturday,0.0,0.0,0.0,0.0
2022-09-10 05:45:00,27.48,,6.87,Saturday,0.0,0.0,0.0,0.0
2022-09-10 06:00:00,26.01,,6.5025,Saturday,0.0,0.0,0.0,0.0
2022-09-10 06:15:00,27.08,,6.77,Saturday,0.0,0.0,0.0,0.0
2022-09-10 06:30:00,25.75,,6.4375,Saturday,0.0,0.0,0.0,0.0
2022-09-10 06:45:00,23.74,,5.935,Saturday,0.0,0.0,0.0,0.0
2022-09-10 07:00:00,27.41,,6.8525,Saturday,0.0,0.0,0.0,0.0
2022-09-10 07:15:00,27.48,,6.87,Saturday,0.0,0.0,0.0,0.0
2022-09-10 07:30:00,15.12,,3.78,Saturday,0.0,0.0,0.0,0.0
2022-09-10 07:45:00,11.07,,2.7675,Saturday,0.0,0.0,0.0,0.0
2022-09-10 08:00:00,12.17,,3.0425,Saturday,0.0,0.0,0.0,0.0
2022-09-10 08:15:00,9.83,,2.4575,Saturday,0.0,0.0,0.0,0.0
2022-09-10 08:30:00,1.92,,0.48,Saturday,0.0,0.0,0.0,0.0
2022-09-10 08:45:00,6.3,,1.575,Saturday,0.0,0.0,0.0,0.0
2022-09-10 09:00:00,5.9,,1.475,Saturday,0.0,0.0,0.0,0.0
2022-09-10 09:15:00,2.88,,0.72,Saturday,0.0,0.0,0.0,0.0
2022-09-10 09:30:00,3.25,,0.8125,Saturday,0.0,0.0,0.0,0.0
2022-09-10 09:45:00,0.38,,0.095,Saturday,0.0,0.0,0.0,0.0
2022-09-10 10:00:00,-0.01,,-0.0025,Saturday,0.0,0.0,0.0,0.0
2022-09-10 10:15:00,0.02,,0.005,Saturday,0.0,0.0,0.0,0.0
2022-09-10 10:30:00,15.31,,3.8275,Saturday,0.0,0.0,0.0,0.0
2022-09-10 10:45:00,1.02,,0.255,Saturday,0.0,0.0,0.0,0.0
2022-09-10 11:00:00,0.25,,0.0625,Saturday,0.0,0.0,0.0,0.0
2022-09-10 11:15:00,-0.11,,-0.0275,Saturday,0.0,0.0,0.0,0.0
2022-09-10 11:30:00,-22.09,,-5.5225,Saturday,0.0,0.0,0.0,0.0
2022-09-10 11:45:00,-1.72,,-0.43,Saturday,0.0,0.0,0.0,0.0
2022-09-10 12:00:00,-9.36,,-2.34,Saturday,0.0,0.0,0.0,0.0
2022-09-10 12:15:00,-12.25,,-3.0625,Saturday,0.0,0.0,0.0,0.0
2022-09-10 12:30:00,-10.46,,-2.615,Saturday,0.0,0.0,0.0,0.0
2022-09-10 12:45:00,-15.62,,-3.905,Saturday,0.0,0.0,0.0,0.0
2022-09-10 13:00:00,-16.29,,-4.0725,Saturday,0.0,0.0,0.0,0.0
2022-09-10 13:15:00,-10.73,,-2.6825,Saturday,0.0,0.0,0.0,0.0
2022-09-10 13:30:00,-6.74,,-1.685,Saturday,0.0,0.0,0.0,0.0
2022-09-10 13:45:00,0.76,,0.19,Saturday,0.0,0.0,0.0,0.0
2022-09-10 14:00:00,-9.35,,-2.3375,Saturday,0.0,0.0,0.0,0.0
2022-09-10 14:15:00,2.3,,0.575,Saturday,0.0,0.0,0.0,0.0
2022-09-10 14:30:00,9.81,,2.4525,Saturday,0.0,0.0,0.0,0.0
2022-09-10 14:45:00,6.87,,1.7175,Saturday,0.0,0.0,0.0,0.0
2022-09-10 15:00:00,12.36,,3.09,Saturday,0.0,0.0,0.0,0.0
2022-09-10 15:15:00,16.94,,4.235,Saturday,0.0,0.0,0.0,0.0
2022-09-10 15:30:00,11.57,,2.8925,Saturday,0.0,0.0,0.0,0.0
2022-09-10 15:45:00,10.69,,2.6725,Saturday,0.0,0.0,0.0,0.0
2022-09-10 16:00:00,15.18,,3.795,Saturday,0.0,0.0,0.0,0.0
2022-09-10 16:15:00,13.92,,3.48,Saturday,0.0,0.0,0.0,0.0
2022-09-10 16:30:00,21.81,,5.4525,Saturday,0.0,0.0,0.0,0.0
2022-09-10 16:45:00,25.09,,6.2725,Saturday,0.0,0.0,0.0,0.0
2022-09-10 17:00:00,23.96,,5.99,Saturday,0.0,0.0,0.0,0.0
2022-09-10 17:15:00,26.81,,6.7025,Saturday,0.0,0.0,0.0,0.0
2022-09-10 17:30:00,27.5,,6.875,Saturday,0.0,0.0,0.0,0.0
2022-09-10 17:45:00,27.48,,6.87,Saturday,0.0,0.0,0.0,0.0
2022-09-10 18:00:00,26.86,,6.715,Saturday,0.0,0.0,0.0,0.0
2022-09-10 18:15:00,27.48,,6.87,Saturday,0.0,0.0,0.0,0.0
2022-09-10 18:30:00,27.48,,6.87,Saturday,0.0,0.0,0.0,0.0
2022-09-10 18:45:00,27.44,,6.86,Saturday,0.0,0.0,0.0,0.0
2022-09-10 19:00:00,26.91,,6.7275,Saturday,0.0,0.0,0.0,0.0
2022-09-10 19:15:00,27.49,,6.8725,Saturday,0.0,0.0,0.0,0.0
2022-09-10 19:30:00,27.35,,6.8375,Saturday,0.0,0.0,0.0,0.0
2022-09-10 19:45:00,26.79,,6.6975,Saturday,0.0,0.0,0.0,0.0
2022-09-10 20:00:00,26.88,,6.72,Saturday,0.0,0.0,0.0,0.0
2022-09-10 20:15:00,27.4,,6.85,Saturday,0.0,0.0,0.0,0.0
2022-09-10 20:30:00,27.31,,6.8275,Saturday,0.0,0.0,0.0,0.0
2022-09-10 20:45:00,26.47,,6.6175,Saturday,0.0,0.0,0.0,0.0
2022-09-10 21:00:00,27.5,,6.875,Saturday,0.0,0.0,0.0,0.0
2022-09-10 21:15:00,27.49,,6.8725,Saturday,0.0,0.0,0.0,0.0
2022-09-10 21:30:00,26.8,,6.7,Saturday,0.0,0.0,0.0,0.0
2022-09-10 21:45:00,27.47,,6.8675,Saturday,0.0,0.0,0.0,0.0
2022-09-10 22:00:00,26.63,,6.6575,Saturday,0.0,0.0,0.0,0.0
2022-09-10 22:15:00,27.45,,6.8625,Saturday,0.0,0.0,0.0,0.0
2022-09-10 22:30:00,27.37,,6.8425,Saturday,0.0,0.0,0.0,0.0
2022-09-10 22:45:00,27.5,,6.875,Saturday,0.0,0.0,0.0,0.0
2022-09-10 23:00:00,26.58,,6.645,Saturday,0.0,0.0,0.0,0.0
2022-09-10 23:15:00,27.45,,6.8625,Saturday,0.0,0.0,0.0,0.0
2022-09-10 23:30:00,27.49,,6.8725,Saturday,0.0,0.0,0.0,0.0
2022-09-10 23:45:00,27.51,,6.8775,Saturday,0.0,0.0,0.0,0.0
2022-09-11 00:00:00,27.5,,6.875,Sunday,0.0,0.0,0.0,0.0
2022-09-11 00:15:00,27.51,,6.8775,Sunday,0.0,0.0,0.0,0.0
2022-09-11 00:30:00,25.88,,6.47,Sunday,0.0,0.0,0.0,0.0
2022-09-11 00:45:00,13.74,,3.435,Sunday,0.0,0.0,0.0,0.0
2022-09-11 01:00:00,14.99,,3.7475,Sunday,0.0,0.0,0.0,0.0
2022-09-11 01:15:00,16.2,,4.05,Sunday,0.0,0.0,0.0,0.0
2022-09-11 01:30:00,15.58,,3.895,Sunday,0.0,0.0,0.0,0.0
2022-09-11 01:45:00,14.04,,3.51,Sunday,0.0,0.0,0.0,0.0
2022-09-11 02:00:00,15.32,,3.83,Sunday,0.0,0.0,0.0,0.0
2022-09-11 02:15:00,16.52,,4.13,Sunday,0.0,0.0,0.0,0.0
2022-09-11 02:30:00,12.63,,3.1575,Sunday,0.0,0.0,0.0,0.0
2022-09-11 02:45:00,13.78,,3.445,Sunday,0.0,0.0,0.0,0.0
2022-09-11 03:00:00,14.99,,3.7475,Sunday,0.0,0.0,0.0,0.0
2022-09-11 03:15:00,15.62,,3.905,Sunday,0.0,0.0,0.0,0.0
2022-09-11 03:30:00,14.71,,3.6775,Sunday,0.0,0.0,0.0,0.0
2022-09-11 03:45:00,13.86,,3.465,Sunday,0.0,0.0,0.0,0.0
2022-09-11 04:00:00,13.99,,3.4975,Sunday,0.0,0.0,0.0,0.0
2022-09-11 04:15:00,21.51,,5.3775,Sunday,0.0,0.0,0.0,0.0
2022-09-11 04:30:00,26.7,,6.675,Sunday,0.0,0.0,0.0,0.0
2022-09-11 04:45:00,26.82,,6.705,Sunday,0.0,0.0,0.0,0.0
2022-09-11 05:00:00,26.86,,6.715,Sunday,0.0,0.0,0.0,0.0
2022-09-11 05:15:00,27.15,,6.7875,Sunday,0.0,0.0,0.0,0.0
2022-09-11 05:30:00,27.47,,6.8675,Sunday,0.0,0.0,0.0,0.0
2022-09-11 05:45:00,27.49,,6.8725,Sunday,0.0,0.0,0.0,0.0
2022-09-11 06:00:00,23.8,,5.95,Sunday,0.0,0.0,0.0,0.0
2022-09-11 06:15:00,18.24,,4.56,Sunday,0.0,0.0,0.0,0.0
2022-09-11 06:30:00,14.25,,3.5625,Sunday,0.0,0.0,0.0,0.0
2022-09-11 06:45:00,14.55,,3.6375,Sunday,0.0,0.0,0.0,0.0
2022-09-11 07:00:00,15.39,,3.8475,Sunday,0.0,0.0,0.0,0.0
2022-09-11 07:15:00,16.19,,4.0475,Sunday,0.0,0.0,0.0,0.0
2022-09-11 07:30:00,13.68,,3.42,Sunday,0.0,0.0,0.0,0.0
2022-09-11 07:45:00,15.42,,3.855,Sunday,0.0,0.0,0.0,0.0
2022-09-11 08:00:00,14.37,,3.5925,Sunday,0.0,0.0,0.0,0.0
2022-09-11 08:15:00,14.4,,3.6,Sunday,0.0,0.0,0.0,0.0
2022-09-11 08:30:00,14.05,,3.5125,Sunday,0.0,0.0,0.0,0.0
2022-09-11 08:45:00,7.56,,1.89,Sunday,0.0,0.0,0.0,0.0
2022-09-11 09:00:00,12.78,,3.195,Sunday,0.0,0.0,0.0,0.0
2022-09-11 09:15:00,9.85,,2.4625,Sunday,0.0,0.0,0.0,0.0
2022-09-11 09:30:00,6.73,,1.6825,Sunday,0.0,0.0,0.0,0.0
2022-09-11 09:45:00,13.2,,3.3,Sunday,0.0,0.0,0.0,0.0
2022-09-11 10:00:00,8.69,,2.1725,Sunday,0.0,0.0,0.0,0.0
2022-09-11 10:15:00,3.27,,0.8175,Sunday,0.0,0.0,0.0,0.0
2022-09-11 10:30:00,13.38,,3.345,Sunday,0.0,0.0,0.0,0.0
2022-09-11 10:45:00,15.5,,3.875,Sunday,0.0,0.0,0.0,0.0
2022-09-11 11:00:00,14.0,,3.5,Sunday,0.0,0.0,0.0,0.0
2022-09-11 11:15:00,5.01,,1.2525,Sunday,0.0,0.0,0.0,0.0
2022-09-11 11:30:00,1.2,,0.3,Sunday,0.0,0.0,0.0,0.0
2022-09-11 11:45:00,7.09,,1.7725,Sunday,0.0,0.0,0.0,0.0
2022-09-11 12:00:00,9.23,,2.3075,Sunday,0.0,0.0,0.0,0.0
2022-09-11 12:15:00,9.79,,2.4475,Sunday,0.0,0.0,0.0,0.0
2022-09-11 12:30:00,2.9,,0.725,Sunday,0.0,0.0,0.0,0.0
2022-09-11 12:45:00,7.13,,1.7825,Sunday,0.0,0.0,0.0,0.0
2022-09-11 13:00:00,15.72,,3.93,Sunday,0.0,0.0,0.0,0.0
2022-09-11 13:15:00,13.81,,3.4525,Sunday,0.0,0.0,0.0,0.0
2022-09-11 13:30:00,10.49,,2.6225,Sunday,0.0,0.0,0.0,0.0
2022-09-11 13:45:00,10.58,,2.645,Sunday,0.0,0.0,0.0,0.0
2022-09-11 14:00:00,9.72,,2.43,Sunday,0.0,0.0,0.0,0.0
2022-09-11 14:15:00,7.7,,1.925,Sunday,0.0,0.0,0.0,0.0
2022-09-11 14:30:00,13.17,,3.2925,Sunday,0.0,0.0,0.0,0.0
2022-09-11 14:45:00,8.9,,2.225,Sunday,0.0,0.0,0.0,0.0
2022-09-11 15:00:00,6.82,,1.705,Sunday,0.0,0.0,0.0,0.0
2022-09-11 15:15:00,15.36,,3.84,Sunday,0.0,0.0,0.0,0.0
2022-09-11 15:30:00,12.55,,3.1375,Sunday,0.0,0.0,0.0,0.0
2022-09-11 15:45:00,14.46,,3.615,Sunday,0.0,0.0,0.0,0.0
2022-09-11 16:00:00,22.31,,5.5775,Sunday,0.0,0.0,0.0,0.0
2022-09-11 16:15:00,21.62,,5.405,Sunday,0.0,0.0,0.0,0.0
2022-09-11 16:30:00,20.34,,5.085,Sunday,0.0,0.0,0.0,0.0
